audio_path,text,start,end
data/TRAIN/DR4/MCSS0/SX390.WAV,_picked_,4280,9930
data/TRAIN/DR4/MCSS0/SX390.WAV,_up_,9930,12931
data/TRAIN/DR4/MCSS0/SX390.WAV,_nine_,12931,18200
data/TRAIN/DR4/MCSS0/SX390.WAV,_pairs_,18200,24040
data/TRAIN/DR4/MCSS0/SX390.WAV,_of_,24040,24960
data/TRAIN/DR4/MCSS0/SX390.WAV,_socks_,24960,32334
data/TRAIN/DR4/MCSS0/SX390.WAV,_for_,32334,34297
data/TRAIN/DR4/MCSS0/SX390.WAV,_each_,34297,38099
data/TRAIN/DR4/MCSS0/SX390.WAV,_brother_,38099,44920
data/TRAIN/DR4/MCSS0/SX30.WAV,_get_,3920,5800
data/TRAIN/DR4/MCSS0/SX30.WAV,_a_,5800,7160
data/TRAIN/DR4/MCSS0/SX30.WAV,_calico_,7160,16440
data/TRAIN/DR4/MCSS0/SX30.WAV,_cat_,16440,22720
data/TRAIN/DR4/MCSS0/SX30.WAV,_to_,22720,23640
data/TRAIN/DR4/MCSS0/SX30.WAV,_keep_,23640,30360
data/TRAIN/DR4/MCSS0/SI688.WAV,_the_,2300,3720
data/TRAIN/DR4/MCSS0/SI688.WAV,_dead_,3720,8840
data/TRAIN/DR4/MCSS0/SI688.WAV,_spirits_,8840,17420
data/TRAIN/DR4/MCSS0/SI688.WAV,_occupied_,17420,27112
data/TRAIN/DR4/MCSS0/SI688.WAV,_a_,27112,27864
data/TRAIN/DR4/MCSS0/SI688.WAV,_prominent_,27864,38100
data/TRAIN/DR4/MCSS0/SI688.WAV,_place_,38100,44635
data/TRAIN/DR4/MCSS0/SI688.WAV,_in_,44635,46222
data/TRAIN/DR4/MCSS0/SI688.WAV,_every_,46222,52600
data/TRAIN/DR4/MCSS0/SI688.WAV,_hope_,52600,58280
data/TRAIN/DR4/MCSS0/SI688.WAV,_and_,58280,59880
data/TRAIN/DR4/MCSS0/SI688.WAV,_in_,59880,62600
data/TRAIN/DR4/MCSS0/SI688.WAV,_every_,62600,67640
data/TRAIN/DR4/MCSS0/SI688.WAV,_fear_,67640,74120
data/TRAIN/DR4/MCSS0/SX120.WAV,_the_,1936,3000
data/TRAIN/DR4/MCSS0/SX120.WAV,_coyote_,3000,13880
data/TRAIN/DR4/MCSS0/SX120.WAV,_bobcat_,18360,29201
data/TRAIN/DR4/MCSS0/SX120.WAV,_and_,29201,30412
data/TRAIN/DR4/MCSS0/SX120.WAV,_hyena_,30412,38938
data/TRAIN/DR4/MCSS0/SX120.WAV,_are_,39731,41904
data/TRAIN/DR4/MCSS0/SX120.WAV,_wild_,41904,47167
data/TRAIN/DR4/MCSS0/SX120.WAV,_animals_,47167,55430
data/TRAIN/DR4/MCDR0/SI524.WAV,_within_,2280,6040
data/TRAIN/DR4/MCDR0/SI524.WAV,_a_,6040,7320
data/TRAIN/DR4/MCDR0/SI524.WAV,_system_,7320,14920
data/TRAIN/DR4/MCDR0/SI524.WAV,_however_,14920,23640
data/TRAIN/DR4/MCDR0/SI524.WAV,_the_,28280,30760
data/TRAIN/DR4/MCDR0/SI524.WAV,_autonomy_,28783,39436
data/TRAIN/DR4/MCDR0/SI524.WAV,_of_,39436,41320
data/TRAIN/DR4/MCDR0/SI524.WAV,_each_,41320,44825
data/TRAIN/DR4/MCDR0/SI524.WAV,_member_,45905,50520
data/TRAIN/DR4/MCDR0/SI524.WAV,_library_,50520,59774
data/TRAIN/DR4/MCDR0/SI524.WAV,_is_,61720,64440
data/TRAIN/DR4/MCDR0/SI524.WAV,_preserved_,64440,74187
data/TRAIN/DR4/MCDR0/SX164.WAV,_curiosity_,3640,18680
data/TRAIN/DR4/MCDR0/SX164.WAV,_and_,22760,24522
data/TRAIN/DR4/MCDR0/SX164.WAV,_mediocrity_,24522,39800
data/TRAIN/DR4/MCDR0/SX164.WAV,_seldom_,39800,47000
data/TRAIN/DR4/MCDR0/SX164.WAV,_coexist_,47000,59006
data/TRAIN/DR4/MCDR0/SI1784.WAV,_there_,4067,5681
data/TRAIN/DR4/MCDR0/SI1784.WAV,_was_,5681,9023
data/TRAIN/DR4/MCDR0/SI1784.WAV,_a_,9023,9942
data/TRAIN/DR4/MCDR0/SI1784.WAV,_grunt_,9942,16751
data/TRAIN/DR4/MCDR0/SI1784.WAV,_curiously_,20469,32125
data/TRAIN/DR4/MCDR0/SI1784.WAV,_inarticulate_,33879,45720
data/TRAIN/DR4/MCDR0/SI1784.WAV,_like_,48021,51276
data/TRAIN/DR4/MCDR0/SI1784.WAV,_that_,51276,53991
data/TRAIN/DR4/MCDR0/SI1784.WAV,_of_,53991,56163
data/TRAIN/DR4/MCDR0/SI1784.WAV,_an_,56163,57584
data/TRAIN/DR4/MCDR0/SI1784.WAV,_animal_,57584,64601
data/TRAIN/DR4/MCDR0/SI1784.WAV,_in_,64601,66190
data/TRAIN/DR4/MCDR0/SI1784.WAV,_pain_,66190,71979
data/TRAIN/DR4/MCDR0/SI1154.WAV,_only_,2520,7561
data/TRAIN/DR4/MCDR0/SI1154.WAV,_incomplete_,9733,20845
data/TRAIN/DR4/MCDR0/SI1154.WAV,_imperfect_,22740,31707
data/TRAIN/DR4/MCDR0/SI1154.WAV,_things_,31707,38079
data/TRAIN/DR4/MCDR0/SI1154.WAV,_move_,38920,42120
data/TRAIN/DR4/MCDR0/SI1154.WAV,_towards_,42120,48963
data/TRAIN/DR4/MCDR0/SI1154.WAV,_what_,49834,52061
data/TRAIN/DR4/MCDR0/SI1154.WAV,_they_,52061,53960
data/TRAIN/DR4/MCDR0/SI1154.WAV,_lack_,53960,61078
data/TRAIN/DR4/MCDR0/SX74.WAV,_an_,2058,4200
data/TRAIN/DR4/MCDR0/SX74.WAV,_official_,4200,11000
data/TRAIN/DR4/MCDR0/SX74.WAV,_deadline_,11000,19550
data/TRAIN/DR4/MCDR0/SX74.WAV,_cannot_,19550,26600
data/TRAIN/DR4/MCDR0/SX74.WAV,_be_,26600,28680
data/TRAIN/DR4/MCDR0/SX74.WAV,_postponed_,28680,40302
data/TRAIN/DR4/MCDR0/SX344.WAV,_i_,2120,3676
data/TRAIN/DR4/MCDR0/SX344.WAV,_know_,3676,6851
data/TRAIN/DR4/MCDR0/SX344.WAV,_i_,6851,9080
data/TRAIN/DR4/MCDR0/SX344.WAV,_didnt_,9080,14872
data/TRAIN/DR4/MCDR0/SX344.WAV,_meet_,14872,18464
data/TRAIN/DR4/MCDR0/SX344.WAV,_her_,18464,22809
data/TRAIN/DR4/MCDR0/SX344.WAV,_early_,26234,31415
data/TRAIN/DR4/MCDR0/SX344.WAV,_enough_,31415,37160
data/TRAIN/DR4/MCDR0/SX434.WAV,_each_,2440,5463
data/TRAIN/DR4/MCDR0/SX434.WAV,_stag_,5463,13618
data/TRAIN/DR4/MCDR0/SX434.WAV,_surely_,13618,19885
data/TRAIN/DR4/MCDR0/SX434.WAV,_finds_,19885,27000
data/TRAIN/DR4/MCDR0/SX434.WAV,_a_,27000,27880
data/TRAIN/DR4/MCDR0/SX434.WAV,_big_,27880,32816
data/TRAIN/DR4/MCDR0/SX434.WAV,_fawn_,32816,39727
data/TRAIN/DR4/MCDR0/SX254.WAV,_do_,2200,3800
data/TRAIN/DR4/MCDR0/SX254.WAV,_they_,3800,7561
data/TRAIN/DR4/MCDR0/SX254.WAV,_allow_,7561,13284
data/TRAIN/DR4/MCDR0/SX254.WAV,_atheists_,15122,23160
data/TRAIN/DR4/MCDR0/SX254.WAV,_in_,23160,23880
data/TRAIN/DR4/MCDR0/SX254.WAV,_church_,23880,30440
data/TRAIN/DR4/MLEL0/SI1246.WAV,_he_,7597,9524
data/TRAIN/DR4/MLEL0/SI1246.WAV,_was_,9524,16960
data/TRAIN/DR4/MLEL0/SI1246.WAV,_thus_,18276,24358
data/TRAIN/DR4/MLEL0/SI1246.WAV,_an_,24358,26221
data/TRAIN/DR4/MLEL0/SI1246.WAV,_early_,26221,32657
data/TRAIN/DR4/MLEL0/SI1246.WAV,_and_,32657,36758
data/TRAIN/DR4/MLEL0/SI1246.WAV,_spectacular_,36758,44393
data/TRAIN/DR4/MLEL0/SI1246.WAV,_victim_,44393,51323
data/TRAIN/DR4/MLEL0/SI1876.WAV,_a_,9023,10502
data/TRAIN/DR4/MLEL0/SI1876.WAV,_voice_,10502,17127
data/TRAIN/DR4/MLEL0/SI1876.WAV,_spoke_,17127,22410
data/TRAIN/DR4/MLEL0/SI1876.WAV,_near_,22410,25900
data/TRAIN/DR4/MLEL0/SI1876.WAV,_at_,25900,27577
data/TRAIN/DR4/MLEL0/SI1876.WAV,_hand_,27577,34673
data/TRAIN/DR4/MLEL0/SX166.WAV,_biologists_,1932,12396
data/TRAIN/DR4/MLEL0/SX166.WAV,_use_,12396,15720
data/TRAIN/DR4/MLEL0/SX166.WAV,_radioactive_,15720,27560
data/TRAIN/DR4/MLEL0/SX166.WAV,_isotopes_,27560,38238
data/TRAIN/DR4/MLEL0/SX166.WAV,_to_,38238,40864
data/TRAIN/DR4/MLEL0/SX166.WAV,_study_,40864,47644
data/TRAIN/DR4/MLEL0/SX166.WAV,_microorganisms_,47644,65983
data/TRAIN/DR4/MLEL0/SX76.WAV,_gently_,10440,15233
data/TRAIN/DR4/MLEL0/SX76.WAV,_place_,15233,20900
data/TRAIN/DR4/MLEL0/SX76.WAV,_jims_,20900,27440
data/TRAIN/DR4/MLEL0/SX76.WAV,_foam_,27440,31941
data/TRAIN/DR4/MLEL0/SX76.WAV,_sculpture_,31941,40104
data/TRAIN/DR4/MLEL0/SX76.WAV,_in_,40104,42141
data/TRAIN/DR4/MLEL0/SX76.WAV,_the_,42141,43000
data/TRAIN/DR4/MLEL0/SX76.WAV,_box_,43000,51337
data/TRAIN/DR4/MLEL0/SX436.WAV,_please_,10703,18440
data/TRAIN/DR4/MLEL0/SX436.WAV,_sing_,18440,22935
data/TRAIN/DR4/MLEL0/SX436.WAV,_just_,22935,29160
data/TRAIN/DR4/MLEL0/SX436.WAV,_the_,29160,30200
data/TRAIN/DR4/MLEL0/SX436.WAV,_club_,30200,36503
data/TRAIN/DR4/MLEL0/SX436.WAV,_theme_,36503,43153
data/TRAIN/DR4/MLEL0/SX346.WAV,_the_,2124,3080
data/TRAIN/DR4/MLEL0/SX346.WAV,_barracuda_,3080,12360
data/TRAIN/DR4/MLEL0/SX346.WAV,_recoiled_,12360,21597
data/TRAIN/DR4/MLEL0/SX346.WAV,_from_,21597,25542
data/TRAIN/DR4/MLEL0/SX346.WAV,_the_,25542,26780
data/TRAIN/DR4/MLEL0/SX346.WAV,_serpents_,26780,34704
data/TRAIN/DR4/MLEL0/SX346.WAV,_poisonous_,34704,43266
data/TRAIN/DR4/MLEL0/SX346.WAV,_fangs_,43266,52039
data/TRAIN/DR4/MLEL0/SI616.WAV,_he_,3320,5765
data/TRAIN/DR4/MLEL0/SI616.WAV,_injected_,5765,13929
data/TRAIN/DR4/MLEL0/SI616.WAV,_more_,13929,17720
data/TRAIN/DR4/MLEL0/SI616.WAV,_vitality_,17720,28741
data/TRAIN/DR4/MLEL0/SI616.WAV,_into_,28741,33080
data/TRAIN/DR4/MLEL0/SI616.WAV,_the_,33080,34660
data/TRAIN/DR4/MLEL0/SI616.WAV,_score_,34660,42120
data/TRAIN/DR4/MLEL0/SI616.WAV,_than_,42120,45240
data/TRAIN/DR4/MLEL0/SI616.WAV,_it_,45240,47493
data/TRAIN/DR4/MLEL0/SI616.WAV,_has_,47493,53800
data/TRAIN/DR4/MLEL0/SI616.WAV,_revealed_,53800,60680
data/TRAIN/DR4/MLEL0/SI616.WAV,_in_,60680,62808
data/TRAIN/DR4/MLEL0/SI616.WAV,_many_,62808,67600
data/TRAIN/DR4/MLEL0/SI616.WAV,_years_,67600,73116
data/TRAIN/DR4/MLEL0/SX256.WAV,_the_,16200,17545
data/TRAIN/DR4/MLEL0/SX256.WAV,_irate_,17545,24062
data/TRAIN/DR4/MLEL0/SX256.WAV,_actor_,24062,29868
data/TRAIN/DR4/MLEL0/SX256.WAV,_stomped_,29868,36142
data/TRAIN/DR4/MLEL0/SX256.WAV,_away_,36142,40605
data/TRAIN/DR4/MLEL0/SX256.WAV,_idiotically_,41995,52520
data/TRAIN/DR4/FEEH0/SX302.WAV,_tofu_,2120,8480
data/TRAIN/DR4/FEEH0/SX302.WAV,_is_,10520,13160
data/TRAIN/DR4/FEEH0/SX302.WAV,_made_,13160,16668
data/TRAIN/DR4/FEEH0/SX302.WAV,_from_,16668,20200
data/TRAIN/DR4/FEEH0/SX302.WAV,_processed_,20200,30760
data/TRAIN/DR4/FEEH0/SX302.WAV,_soybeans_,27320,41960
data/TRAIN/DR4/FEEH0/SI1742.WAV,_with_,2200,4120
data/TRAIN/DR4/FEEH0/SI1742.WAV,_her_,4120,6040
data/TRAIN/DR4/FEEH0/SI1742.WAV,_sharp_,6040,12520
data/TRAIN/DR4/FEEH0/SI1742.WAV,_tongue_,12520,17960
data/TRAIN/DR4/FEEH0/SI1742.WAV,_shed_,17960,21400
data/TRAIN/DR4/FEEH0/SI1742.WAV,_have_,21400,23880
data/TRAIN/DR4/FEEH0/SI1742.WAV,_cut_,23880,27240
data/TRAIN/DR4/FEEH0/SI1742.WAV,_his_,27240,30200
data/TRAIN/DR4/FEEH0/SI1742.WAV,_pompousness_,30200,40772
data/TRAIN/DR4/FEEH0/SI1742.WAV,_to_,40772,42652
data/TRAIN/DR4/FEEH0/SI1742.WAV,_ribbons_,42652,51720
data/TRAIN/DR4/FEEH0/SX212.WAV,_i_,2616,4200
data/TRAIN/DR4/FEEH0/SX212.WAV,_gave_,4200,7812
data/TRAIN/DR4/FEEH0/SX212.WAV,_them_,7812,10200
data/TRAIN/DR4/FEEH0/SX212.WAV,_several_,10200,15800
data/TRAIN/DR4/FEEH0/SX212.WAV,_choices_,15800,25763
data/TRAIN/DR4/FEEH0/SX212.WAV,_and_,25763,28574
data/TRAIN/DR4/FEEH0/SX212.WAV,_let_,28574,31640
data/TRAIN/DR4/FEEH0/SX212.WAV,_them_,31640,34200
data/TRAIN/DR4/FEEH0/SX212.WAV,_set_,34200,37560
data/TRAIN/DR4/FEEH0/SX212.WAV,_the_,37560,39000
data/TRAIN/DR4/FEEH0/SX212.WAV,_priorities_,39000,51560
data/TRAIN/DR4/FEEH0/SX392.WAV,_a_,2120,3040
data/TRAIN/DR4/FEEH0/SX392.WAV,_young_,3040,7895
data/TRAIN/DR4/FEEH0/SX392.WAV,_mouse_,7895,16083
data/TRAIN/DR4/FEEH0/SX392.WAV,_scampered_,16083,22266
data/TRAIN/DR4/FEEH0/SX392.WAV,_across_,22266,27680
data/TRAIN/DR4/FEEH0/SX392.WAV,_the_,27680,29400
data/TRAIN/DR4/FEEH0/SX392.WAV,_field_,29400,34924
data/TRAIN/DR4/FEEH0/SX392.WAV,_and_,34924,36840
data/TRAIN/DR4/FEEH0/SX392.WAV,_disappeared_,36840,47560
data/TRAIN/DR4/FEEH0/SI471.WAV,_suddenly_,2360,12760
data/TRAIN/DR4/FEEH0/SI471.WAV,_my_,14328,17420
data/TRAIN/DR4/FEEH0/SI471.WAV,_reflexes_,17420,28360
data/TRAIN/DR4/FEEH0/SI471.WAV,_are_,28360,30120
data/TRAIN/DR4/FEEH0/SI471.WAV,_gone_,30120,37080
data/TRAIN/DR4/FEEH0/SX32.WAV,_its_,2440,5389
data/TRAIN/DR4/FEEH0/SX32.WAV,_fun_,5389,9065
data/TRAIN/DR4/FEEH0/SX32.WAV,_to_,9065,10720
data/TRAIN/DR4/FEEH0/SX32.WAV,_roast_,10720,15888
data/TRAIN/DR4/FEEH0/SX32.WAV,_marshmallows_,15888,27404
data/TRAIN/DR4/FEEH0/SX32.WAV,_on_,27404,30120
data/TRAIN/DR4/FEEH0/SX32.WAV,_a_,30120,31240
data/TRAIN/DR4/FEEH0/SX32.WAV,_gas_,31240,36511
data/TRAIN/DR4/FEEH0/SX32.WAV,_burner_,36511,43000
data/TRAIN/DR4/FEEH0/SI1112.WAV,_he_,2280,3760
data/TRAIN/DR4/FEEH0/SI1112.WAV,_will_,3760,5960
data/TRAIN/DR4/FEEH0/SI1112.WAV,_say_,5960,9720
data/TRAIN/DR4/FEEH0/SI1112.WAV,_that_,9720,12200
data/TRAIN/DR4/FEEH0/SI1112.WAV,_our_,12200,13400
data/TRAIN/DR4/FEEH0/SI1112.WAV,_country_,13400,21013
data/TRAIN/DR4/FEEH0/SI1112.WAV,_is_,21013,23000
data/TRAIN/DR4/FEEH0/SI1112.WAV,_even_,23000,27240
data/TRAIN/DR4/FEEH0/SI1112.WAV,_now_,25960,31498
data/TRAIN/DR4/FEEH0/SI1112.WAV,_a_,32417,34548
data/TRAIN/DR4/FEEH0/SI1112.WAV,_homogeneous_,34548,45400
data/TRAIN/DR4/FEEH0/SI1112.WAV,_community_,45400,54680
data/TRAIN/DR4/FEEH0/SX122.WAV,_encyclopedias_,2200,18280
data/TRAIN/DR4/FEEH0/SX122.WAV,_seldom_,18280,23240
data/TRAIN/DR4/FEEH0/SX122.WAV,_present_,23240,30454
data/TRAIN/DR4/FEEH0/SX122.WAV,_anecdotal_,30454,39477
data/TRAIN/DR4/FEEH0/SX122.WAV,_evidence_,39477,50600
data/TRAIN/DR4/MFWK0/SX259.WAV,_tornados_,2040,11400
data/TRAIN/DR4/MFWK0/SX259.WAV,_often_,11400,16680
data/TRAIN/DR4/MFWK0/SX259.WAV,_destroy_,16680,23480
data/TRAIN/DR4/MFWK0/SX259.WAV,_acres_,24280,30360
data/TRAIN/DR4/MFWK0/SX259.WAV,_of_,30360,33044
data/TRAIN/DR4/MFWK0/SX259.WAV,_farm_,33044,37305
data/TRAIN/DR4/MFWK0/SX259.WAV,_land_,37305,42340
data/TRAIN/DR4/MFWK0/SI619.WAV,_he_,2040,4040
data/TRAIN/DR4/MFWK0/SI619.WAV,_praises_,4040,13368
data/TRAIN/DR4/MFWK0/SI619.WAV,_many_,13911,18381
data/TRAIN/DR4/MFWK0/SI619.WAV,_individuals_,18381,29880
data/TRAIN/DR4/MFWK0/SI619.WAV,_generously_,29880,39480
data/TRAIN/DR4/MFWK0/SX439.WAV,_that_,2040,4511
data/TRAIN/DR4/MFWK0/SX439.WAV,_stinging_,4511,12783
data/TRAIN/DR4/MFWK0/SX439.WAV,_vapor_,12783,18520
data/TRAIN/DR4/MFWK0/SX439.WAV,_was_,18520,21806
data/TRAIN/DR4/MFWK0/SX439.WAV,_caused_,21806,28596
data/TRAIN/DR4/MFWK0/SX439.WAV,_by_,28596,30360
data/TRAIN/DR4/MFWK0/SX439.WAV,_chloride_,30360,39352
data/TRAIN/DR4/MFWK0/SX439.WAV,_vaporization_,39352,52539
data/TRAIN/DR4/MFWK0/SX349.WAV,_the_,2120,2715
data/TRAIN/DR4/MFWK0/SX349.WAV,_preschooler_,2715,12600
data/TRAIN/DR4/MFWK0/SX349.WAV,_couldnt_,12600,18120
data/TRAIN/DR4/MFWK0/SX349.WAV,_verbalize_,18120,28741
data/TRAIN/DR4/MFWK0/SX349.WAV,_her_,28741,31240
data/TRAIN/DR4/MFWK0/SX349.WAV,_feelings_,31240,39000
data/TRAIN/DR4/MFWK0/SX349.WAV,_about_,39000,43480
data/TRAIN/DR4/MFWK0/SX349.WAV,_the_,43480,45000
data/TRAIN/DR4/MFWK0/SX349.WAV,_emergency_,44075,53809
data/TRAIN/DR4/MFWK0/SX349.WAV,_conditions_,53809,65673
data/TRAIN/DR4/MFWK0/SX79.WAV,_will_,2120,3560
data/TRAIN/DR4/MFWK0/SX79.WAV,_you_,3560,5240
data/TRAIN/DR4/MFWK0/SX79.WAV,_please_,5240,11279
data/TRAIN/DR4/MFWK0/SX79.WAV,_describe_,11279,20760
data/TRAIN/DR4/MFWK0/SX79.WAV,_the_,20760,22684
data/TRAIN/DR4/MFWK0/SX79.WAV,_idiotic_,22684,33000
data/TRAIN/DR4/MFWK0/SX79.WAV,_predicament_,33000,41568
data/TRAIN/DR4/MFWK0/SX169.WAV,_how_,2120,4553
data/TRAIN/DR4/MFWK0/SX169.WAV,_would_,4553,7770
data/TRAIN/DR4/MFWK0/SX169.WAV,_you_,6934,9274
data/TRAIN/DR4/MFWK0/SX169.WAV,_evaluate_,9274,19560
data/TRAIN/DR4/MFWK0/SX169.WAV,_this_,19560,22360
data/TRAIN/DR4/MFWK0/SX169.WAV,_algebraic_,22360,34059
data/TRAIN/DR4/MFWK0/SX169.WAV,_expression_,34059,43535
data/TRAIN/DR4/MFWK0/SI1879.WAV,_that_,2280,5240
data/TRAIN/DR4/MFWK0/SI1879.WAV,_touched_,5240,10920
data/TRAIN/DR4/MFWK0/SI1879.WAV,_off_,10920,15240
data/TRAIN/DR4/MFWK0/SI1879.WAV,_a_,15240,16680
data/TRAIN/DR4/MFWK0/SI1879.WAV,_total_,16680,23080
data/TRAIN/DR4/MFWK0/SI1879.WAV,_stampede_,23080,35493
data/TRAIN/DR4/MFWK0/SI1249.WAV,_maybe_,2280,6680
data/TRAIN/DR4/MFWK0/SI1249.WAV,_twenty_,6680,14454
data/TRAIN/DR4/MFWK0/SI1249.WAV,_thirty_,19000,23937
data/TRAIN/DR4/MFWK0/SI1249.WAV,_fifty_,29368,36120
data/TRAIN/DR4/MKAM0/SI1250.WAV,_evidence_,2355,10986
data/TRAIN/DR4/MKAM0/SI1250.WAV,_that_,10986,13281
data/TRAIN/DR4/MKAM0/SI1250.WAV,_other_,13281,17587
data/TRAIN/DR4/MKAM0/SI1250.WAV,_sources_,17587,25480
data/TRAIN/DR4/MKAM0/SI1250.WAV,_of_,25480,28073
data/TRAIN/DR4/MKAM0/SI1250.WAV,_financing_,28073,37581
data/TRAIN/DR4/MKAM0/SI1250.WAV,_are_,37581,40572
data/TRAIN/DR4/MKAM0/SI1250.WAV,_unavailable_,40572,50880
data/TRAIN/DR4/MKAM0/SI1250.WAV,_must_,53655,58280
data/TRAIN/DR4/MKAM0/SI1250.WAV,_be_,58280,59640
data/TRAIN/DR4/MKAM0/SI1250.WAV,_provided_,59640,69460
data/TRAIN/DR4/MKAM0/SX416.WAV,_a_,2196,3781
data/TRAIN/DR4/MKAM0/SX416.WAV,_huge_,3781,9960
data/TRAIN/DR4/MKAM0/SX416.WAV,_power_,9960,15686
data/TRAIN/DR4/MKAM0/SX416.WAV,_outage_,17089,22333
data/TRAIN/DR4/MKAM0/SX416.WAV,_rarely_,23214,28860
data/TRAIN/DR4/MKAM0/SX416.WAV,_occurs_,28860,38809
data/TRAIN/DR4/MKAM0/SX146.WAV,_cyclical_,2548,10840
data/TRAIN/DR4/MKAM0/SX146.WAV,_programs_,10840,22330
data/TRAIN/DR4/MKAM0/SX146.WAV,_will_,23460,25640
data/TRAIN/DR4/MKAM0/SX146.WAV,_never_,25640,29080
data/TRAIN/DR4/MKAM0/SX146.WAV,_compile_,29080,37240
data/TRAIN/DR4/MKAM0/SX56.WAV,_academic_,2120,10096
data/TRAIN/DR4/MKAM0/SX56.WAV,_aptitude_,10096,20760
data/TRAIN/DR4/MKAM0/SX56.WAV,_guarantees_,20760,31080
data/TRAIN/DR4/MKAM0/SX56.WAV,_your_,31080,33240
data/TRAIN/DR4/MKAM0/SX56.WAV,_diploma_,33240,41167
data/TRAIN/DR4/MKAM0/SX236.WAV,_clear_,2600,7640
data/TRAIN/DR4/MKAM0/SX236.WAV,_pronunciation_,7640,21939
data/TRAIN/DR4/MKAM0/SX236.WAV,_is_,21939,24920
data/TRAIN/DR4/MKAM0/SX236.WAV,_appreciated_,24920,35718
data/TRAIN/DR4/MKAM0/SX326.WAV,_steve_,2381,9480
data/TRAIN/DR4/MKAM0/SX326.WAV,_collects_,9480,17253
data/TRAIN/DR4/MKAM0/SX326.WAV,_rare_,18280,23229
data/TRAIN/DR4/MKAM0/SX326.WAV,_and_,23229,26890
data/TRAIN/DR4/MKAM0/SX326.WAV,_novel_,25399,30268
data/TRAIN/DR4/MKAM0/SX326.WAV,_coins_,30268,41058
data/TRAIN/DR4/MKAM0/SI1316.WAV,_space_,3133,8981
data/TRAIN/DR4/MKAM0/SI1316.WAV,_probes_,8981,16843
data/TRAIN/DR4/MKAM0/SI1316.WAV,_have_,16843,19400
data/TRAIN/DR4/MKAM0/SI1316.WAV,_yielded_,19400,27933
data/TRAIN/DR4/MKAM0/SI1316.WAV,_little_,27933,31833
data/TRAIN/DR4/MKAM0/SI1316.WAV,_information_,31833,43317
data/TRAIN/DR4/MKAM0/SI1465.WAV,_this_,4040,6520
data/TRAIN/DR4/MKAM0/SI1465.WAV,_process_,6520,17480
data/TRAIN/DR4/MKAM0/SI1465.WAV,_is_,18840,20280
data/TRAIN/DR4/MKAM0/SI1465.WAV,_especially_,20280,28680
data/TRAIN/DR4/MKAM0/SI1465.WAV,_difficult_,28680,37960
data/TRAIN/DR4/MKAM0/SI1465.WAV,_since_,41960,46975
data/TRAIN/DR4/MKAM0/SI1465.WAV,_gyro_,46975,53960
data/TRAIN/DR4/MKAM0/SI1465.WAV,_drifting_,53960,61692
data/TRAIN/DR4/MKAM0/SI1465.WAV,_is_,63074,64847
data/TRAIN/DR4/MKAM0/SI1465.WAV,_typically_,64847,71912
data/TRAIN/DR4/MKAM0/SI1465.WAV,_random_,71912,78975
data/TRAIN/DR4/MSMS0/SX263.WAV,_how_,2360,4760
data/TRAIN/DR4/MSMS0/SX263.WAV,_oily_,5535,9880
data/TRAIN/DR4/MSMS0/SX263.WAV,_do_,9880,12657
