index,test_or_train,dialect_region,speaker_id,filename,path_from_data_dir,path_from_data_dir_windows,is_converted_audio,is_audio,is_word_file,is_phonetic_file,is_sentence_file
52.0,TRAIN,DR4,MCSS0,SI750.WAV.wav,TRAIN/DR4/MCSS0/SI750.WAV.wav,TRAIN\\DR4\\MCSS0\\SI750.WAV.wav,True,True,False,False,False
53.0,TRAIN,DR4,MCSS0,SX30.WRD,TRAIN/DR4/MCSS0/SX30.WRD,TRAIN\\DR4\\MCSS0\\SX30.WRD,False,False,True,False,False
54.0,TRAIN,DR4,MCSS0,SI688.WAV.wav,TRAIN/DR4/MCSS0/SI688.WAV.wav,TRAIN\\DR4\\MCSS0\\SI688.WAV.wav,True,True,False,False,False
55.0,TRAIN,DR4,MCSS0,SX30.PHN,TRAIN/DR4/MCSS0/SX30.PHN,TRAIN\\DR4\\MCSS0\\SX30.PHN,False,False,False,True,False
56.0,TRAIN,DR4,MCSS0,SX120.WAV.wav,TRAIN/DR4/MCSS0/SX120.WAV.wav,TRAIN\\DR4\\MCSS0\\SX120.WAV.wav,True,True,False,False,False
57.0,TRAIN,DR4,MCSS0,SX300.WAV.wav,TRAIN/DR4/MCSS0/SX300.WAV.wav,TRAIN\\DR4\\MCSS0\\SX300.WAV.wav,True,True,False,False,False
58.0,TRAIN,DR4,MCSS0,SX300.WAV,TRAIN/DR4/MCSS0/SX300.WAV,TRAIN\\DR4\\MCSS0\\SX300.WAV,False,True,False,False,False
59.0,TRAIN,DR4,MCSS0,SX120.PHN,TRAIN/DR4/MCSS0/SX120.PHN,TRAIN\\DR4\\MCSS0\\SX120.PHN,False,False,False,True,False
60.0,TRAIN,DR4,MCSS0,SI688.PHN,TRAIN/DR4/MCSS0/SI688.PHN,TRAIN\\DR4\\MCSS0\\SI688.PHN,False,False,False,True,False
61.0,TRAIN,DR4,MCSS0,SI688.WRD,TRAIN/DR4/MCSS0/SI688.WRD,TRAIN\\DR4\\MCSS0\\SI688.WRD,False,False,True,False,False
62.0,TRAIN,DR4,MCSS0,SX120.WRD,TRAIN/DR4/MCSS0/SX120.WRD,TRAIN\\DR4\\MCSS0\\SX120.WRD,False,False,True,False,False
63.0,TRAIN,DR4,MCSS0,SX300.TXT,TRAIN/DR4/MCSS0/SX300.TXT,TRAIN\\DR4\\MCSS0\\SX300.TXT,False,False,False,False,True
64.0,TRAIN,DR4,MCSS0,SX210.WAV,TRAIN/DR4/MCSS0/SX210.WAV,TRAIN\\DR4\\MCSS0\\SX210.WAV,False,True,False,False,False
65.0,TRAIN,DR4,MCSS0,SI750.WAV,TRAIN/DR4/MCSS0/SI750.WAV,TRAIN\\DR4\\MCSS0\\SI750.WAV,False,True,False,False,False
66.0,TRAIN,DR4,MCSS0,SX210.TXT,TRAIN/DR4/MCSS0/SX210.TXT,TRAIN\\DR4\\MCSS0\\SX210.TXT,False,False,False,False,True
67.0,TRAIN,DR4,MCSS0,SX390.PHN,TRAIN/DR4/MCSS0/SX390.PHN,TRAIN\\DR4\\MCSS0\\SX390.PHN,False,False,False,True,False
68.0,TRAIN,DR4,MCSS0,SX390.WRD,TRAIN/DR4/MCSS0/SX390.WRD,TRAIN\\DR4\\MCSS0\\SX390.WRD,False,False,True,False,False
69.0,TRAIN,DR4,MCSS0,SI750.TXT,TRAIN/DR4/MCSS0/SI750.TXT,TRAIN\\DR4\\MCSS0\\SI750.TXT,False,False,False,False,True
70.0,TRAIN,DR4,MCSS0,SI1380.WAV,TRAIN/DR4/MCSS0/SI1380.WAV,TRAIN\\DR4\\MCSS0\\SI1380.WAV,False,True,False,False,False
71.0,TRAIN,DR4,MCSS0,SX210.WAV.wav,TRAIN/DR4/MCSS0/SX210.WAV.wav,TRAIN\\DR4\\MCSS0\\SX210.WAV.wav,True,True,False,False,False
72.0,TRAIN,DR4,MCSS0,SA1.TXT,TRAIN/DR4/MCSS0/SA1.TXT,TRAIN\\DR4\\MCSS0\\SA1.TXT,False,False,False,False,True
73.0,TRAIN,DR4,MCSS0,SA2.WAV,TRAIN/DR4/MCSS0/SA2.WAV,TRAIN\\DR4\\MCSS0\\SA2.WAV,False,True,False,False,False
74.0,TRAIN,DR4,MCSS0,SI1380.TXT,TRAIN/DR4/MCSS0/SI1380.TXT,TRAIN\\DR4\\MCSS0\\SI1380.TXT,False,False,False,False,True
75.0,TRAIN,DR4,MCSS0,SA2.TXT,TRAIN/DR4/MCSS0/SA2.TXT,TRAIN\\DR4\\MCSS0\\SA2.TXT,False,False,False,False,True
76.0,TRAIN,DR4,MCSS0,SA1.WAV,TRAIN/DR4/MCSS0/SA1.WAV,TRAIN\\DR4\\MCSS0\\SA1.WAV,False,True,False,False,False
77.0,TRAIN,DR4,MCSS0,SI750.PHN,TRAIN/DR4/MCSS0/SI750.PHN,TRAIN\\DR4\\MCSS0\\SI750.PHN,False,False,False,True,False
78.0,TRAIN,DR4,MCSS0,SX390.WAV.wav,TRAIN/DR4/MCSS0/SX390.WAV.wav,TRAIN\\DR4\\MCSS0\\SX390.WAV.wav,True,True,False,False,False
79.0,TRAIN,DR4,MCSS0,SX210.WRD,TRAIN/DR4/MCSS0/SX210.WRD,TRAIN\\DR4\\MCSS0\\SX210.WRD,False,False,True,False,False
80.0,TRAIN,DR4,MCSS0,SX390.TXT,TRAIN/DR4/MCSS0/SX390.TXT,TRAIN\\DR4\\MCSS0\\SX390.TXT,False,False,False,False,True
81.0,TRAIN,DR4,MCSS0,SI750.WRD,TRAIN/DR4/MCSS0/SI750.WRD,TRAIN\\DR4\\MCSS0\\SI750.WRD,False,False,True,False,False
82.0,TRAIN,DR4,MCSS0,SX210.PHN,TRAIN/DR4/MCSS0/SX210.PHN,TRAIN\\DR4\\MCSS0\\SX210.PHN,False,False,False,True,False
83.0,TRAIN,DR4,MCSS0,SX390.WAV,TRAIN/DR4/MCSS0/SX390.WAV,TRAIN\\DR4\\MCSS0\\SX390.WAV,False,True,False,False,False
84.0,TRAIN,DR4,MCSS0,SI1380.WAV.wav,TRAIN/DR4/MCSS0/SI1380.WAV.wav,TRAIN\\DR4\\MCSS0\\SI1380.WAV.wav,True,True,False,False,False
85.0,TRAIN,DR4,MCSS0,SA2.PHN,TRAIN/DR4/MCSS0/SA2.PHN,TRAIN\\DR4\\MCSS0\\SA2.PHN,False,False,False,True,False
86.0,TRAIN,DR4,MCSS0,SI1380.WRD,TRAIN/DR4/MCSS0/SI1380.WRD,TRAIN\\DR4\\MCSS0\\SI1380.WRD,False,False,True,False,False
87.0,TRAIN,DR4,MCSS0,SI1380.PHN,TRAIN/DR4/MCSS0/SI1380.PHN,TRAIN\\DR4\\MCSS0\\SI1380.PHN,False,False,False,True,False
88.0,TRAIN,DR4,MCSS0,SA2.WRD,TRAIN/DR4/MCSS0/SA2.WRD,TRAIN\\DR4\\MCSS0\\SA2.WRD,False,False,True,False,False
89.0,TRAIN,DR4,MCSS0,SA1.WAV.wav,TRAIN/DR4/MCSS0/SA1.WAV.wav,TRAIN\\DR4\\MCSS0\\SA1.WAV.wav,True,True,False,False,False
90.0,TRAIN,DR4,MCSS0,SA1.PHN,TRAIN/DR4/MCSS0/SA1.PHN,TRAIN\\DR4\\MCSS0\\SA1.PHN,False,False,False,True,False
91.0,TRAIN,DR4,MCSS0,SA1.WRD,TRAIN/DR4/MCSS0/SA1.WRD,TRAIN\\DR4\\MCSS0\\SA1.WRD,False,False,True,False,False
92.0,TRAIN,DR4,MCSS0,SX30.TXT,TRAIN/DR4/MCSS0/SX30.TXT,TRAIN\\DR4\\MCSS0\\SX30.TXT,False,False,False,False,True
93.0,TRAIN,DR4,MCSS0,SX30.WAV,TRAIN/DR4/MCSS0/SX30.WAV,TRAIN\\DR4\\MCSS0\\SX30.WAV,False,True,False,False,False
94.0,TRAIN,DR4,MCSS0,SA2.WAV.wav,TRAIN/DR4/MCSS0/SA2.WAV.wav,TRAIN\\DR4\\MCSS0\\SA2.WAV.wav,True,True,False,False,False
95.0,TRAIN,DR4,MCSS0,SX300.PHN,TRAIN/DR4/MCSS0/SX300.PHN,TRAIN\\DR4\\MCSS0\\SX300.PHN,False,False,False,True,False
96.0,TRAIN,DR4,MCSS0,SX300.WRD,TRAIN/DR4/MCSS0/SX300.WRD,TRAIN\\DR4\\MCSS0\\SX300.WRD,False,False,True,False,False
97.0,TRAIN,DR4,MCSS0,SI688.TXT,TRAIN/DR4/MCSS0/SI688.TXT,TRAIN\\DR4\\MCSS0\\SI688.TXT,False,False,False,False,True
98.0,TRAIN,DR4,MCSS0,SX120.TXT,TRAIN/DR4/MCSS0/SX120.TXT,TRAIN\\DR4\\MCSS0\\SX120.TXT,False,False,False,False,True
99.0,TRAIN,DR4,MCSS0,SI688.WAV,TRAIN/DR4/MCSS0/SI688.WAV,TRAIN\\DR4\\MCSS0\\SI688.WAV,False,True,False,False,False
100.0,TRAIN,DR4,MCSS0,SX120.WAV,TRAIN/DR4/MCSS0/SX120.WAV,TRAIN\\DR4\\MCSS0\\SX120.WAV,False,True,False,False,False
101.0,TRAIN,DR4,MCDR0,SX164.WAV.wav,TRAIN/DR4/MCDR0/SX164.WAV.wav,TRAIN\\DR4\\MCDR0\\SX164.WAV.wav,True,True,False,False,False
102.0,TRAIN,DR4,MCDR0,SI524.WAV,TRAIN/DR4/MCDR0/SI524.WAV,TRAIN\\DR4\\MCDR0\\SI524.WAV,False,True,False,False,False
103.0,TRAIN,DR4,MCDR0,SI524.TXT,TRAIN/DR4/MCDR0/SI524.TXT,TRAIN\\DR4\\MCDR0\\SI524.TXT,False,False,False,False,True
104.0,TRAIN,DR4,MCDR0,SX74.WAV.wav,TRAIN/DR4/MCDR0/SX74.WAV.wav,TRAIN\\DR4\\MCDR0\\SX74.WAV.wav,True,True,False,False,False
105.0,TRAIN,DR4,MCDR0,SX254.WRD,TRAIN/DR4/MCDR0/SX254.WRD,TRAIN\\DR4\\MCDR0\\SX254.WRD,False,False,True,False,False
106.0,TRAIN,DR4,MCDR0,SI524.WAV.wav,TRAIN/DR4/MCDR0/SI524.WAV.wav,TRAIN\\DR4\\MCDR0\\SI524.WAV.wav,True,True,False,False,False
107.0,TRAIN,DR4,MCDR0,SX254.PHN,TRAIN/DR4/MCDR0/SX254.PHN,TRAIN\\DR4\\MCDR0\\SX254.PHN,False,False,False,True,False
108.0,TRAIN,DR4,MCDR0,SX434.WAV.wav,TRAIN/DR4/MCDR0/SX434.WAV.wav,TRAIN\\DR4\\MCDR0\\SX434.WAV.wav,True,True,False,False,False
109.0,TRAIN,DR4,MCDR0,SX344.WAV.wav,TRAIN/DR4/MCDR0/SX344.WAV.wav,TRAIN\\DR4\\MCDR0\\SX344.WAV.wav,True,True,False,False,False
110.0,TRAIN,DR4,MCDR0,SX344.PHN,TRAIN/DR4/MCDR0/SX344.PHN,TRAIN\\DR4\\MCDR0\\SX344.PHN,False,False,False,True,False
111.0,TRAIN,DR4,MCDR0,SX344.WRD,TRAIN/DR4/MCDR0/SX344.WRD,TRAIN\\DR4\\MCDR0\\SX344.WRD,False,False,True,False,False
112.0,TRAIN,DR4,MCDR0,SX164.TXT,TRAIN/DR4/MCDR0/SX164.TXT,TRAIN\\DR4\\MCDR0\\SX164.TXT,False,False,False,False,True
113.0,TRAIN,DR4,MCDR0,SX434.WRD,TRAIN/DR4/MCDR0/SX434.WRD,TRAIN\\DR4\\MCDR0\\SX434.WRD,False,False,True,False,False
114.0,TRAIN,DR4,MCDR0,SX434.PHN,TRAIN/DR4/MCDR0/SX434.PHN,TRAIN\\DR4\\MCDR0\\SX434.PHN,False,False,False,True,False
115.0,TRAIN,DR4,MCDR0,SX164.WAV,TRAIN/DR4/MCDR0/SX164.WAV,TRAIN\\DR4\\MCDR0\\SX164.WAV,False,True,False,False,False
116.0,TRAIN,DR4,MCDR0,SX74.TXT,TRAIN/DR4/MCDR0/SX74.TXT,TRAIN\\DR4\\MCDR0\\SX74.TXT,False,False,False,False,True
117.0,TRAIN,DR4,MCDR0,SI1784.WAV,TRAIN/DR4/MCDR0/SI1784.WAV,TRAIN\\DR4\\MCDR0\\SI1784.WAV,False,True,False,False,False
118.0,TRAIN,DR4,MCDR0,SA1.TXT,TRAIN/DR4/MCDR0/SA1.TXT,TRAIN\\DR4\\MCDR0\\SA1.TXT,False,False,False,False,True
119.0,TRAIN,DR4,MCDR0,SA2.WAV,TRAIN/DR4/MCDR0/SA2.WAV,TRAIN\\DR4\\MCDR0\\SA2.WAV,False,True,False,False,False
120.0,TRAIN,DR4,MCDR0,SI1154.WAV,TRAIN/DR4/MCDR0/SI1154.WAV,TRAIN\\DR4\\MCDR0\\SI1154.WAV,False,True,False,False,False
121.0,TRAIN,DR4,MCDR0,SX74.WAV,TRAIN/DR4/MCDR0/SX74.WAV,TRAIN\\DR4\\MCDR0\\SX74.WAV,False,True,False,False,False
122.0,TRAIN,DR4,MCDR0,SI1784.TXT,TRAIN/DR4/MCDR0/SI1784.TXT,TRAIN\\DR4\\MCDR0\\SI1784.TXT,False,False,False,False,True
123.0,TRAIN,DR4,MCDR0,SA2.TXT,TRAIN/DR4/MCDR0/SA2.TXT,TRAIN\\DR4\\MCDR0\\SA2.TXT,False,False,False,False,True
124.0,TRAIN,DR4,MCDR0,SA1.WAV,TRAIN/DR4/MCDR0/SA1.WAV,TRAIN\\DR4\\MCDR0\\SA1.WAV,False,True,False,False,False
125.0,TRAIN,DR4,MCDR0,SX254.WAV.wav,TRAIN/DR4/MCDR0/SX254.WAV.wav,TRAIN\\DR4\\MCDR0\\SX254.WAV.wav,True,True,False,False,False
126.0,TRAIN,DR4,MCDR0,SI1154.TXT,TRAIN/DR4/MCDR0/SI1154.TXT,TRAIN\\DR4\\MCDR0\\SI1154.TXT,False,False,False,False,True
127.0,TRAIN,DR4,MCDR0,SX434.TXT,TRAIN/DR4/MCDR0/SX434.TXT,TRAIN\\DR4\\MCDR0\\SX434.TXT,False,False,False,False,True
128.0,TRAIN,DR4,MCDR0,SX344.WAV,TRAIN/DR4/MCDR0/SX344.WAV,TRAIN\\DR4\\MCDR0\\SX344.WAV,False,True,False,False,False
129.0,TRAIN,DR4,MCDR0,SX434.WAV,TRAIN/DR4/MCDR0/SX434.WAV,TRAIN\\DR4\\MCDR0\\SX434.WAV,False,True,False,False,False
130.0,TRAIN,DR4,MCDR0,SX164.PHN,TRAIN/DR4/MCDR0/SX164.PHN,TRAIN\\DR4\\MCDR0\\SX164.PHN,False,False,False,True,False
131.0,TRAIN,DR4,MCDR0,SI1154.WAV.wav,TRAIN/DR4/MCDR0/SI1154.WAV.wav,TRAIN\\DR4\\MCDR0\\SI1154.WAV.wav,True,True,False,False,False
132.0,TRAIN,DR4,MCDR0,SX164.WRD,TRAIN/DR4/MCDR0/SX164.WRD,TRAIN\\DR4\\MCDR0\\SX164.WRD,False,False,True,False,False
133.0,TRAIN,DR4,MCDR0,SX344.TXT,TRAIN/DR4/MCDR0/SX344.TXT,TRAIN\\DR4\\MCDR0\\SX344.TXT,False,False,False,False,True
134.0,TRAIN,DR4,MCDR0,SI1784.WRD,TRAIN/DR4/MCDR0/SI1784.WRD,TRAIN\\DR4\\MCDR0\\SI1784.WRD,False,False,True,False,False
135.0,TRAIN,DR4,MCDR0,SA2.PHN,TRAIN/DR4/MCDR0/SA2.PHN,TRAIN\\DR4\\MCDR0\\SA2.PHN,False,False,False,True,False
136.0,TRAIN,DR4,MCDR0,SI1154.PHN,TRAIN/DR4/MCDR0/SI1154.PHN,TRAIN\\DR4\\MCDR0\\SI1154.PHN,False,False,False,True,False
137.0,TRAIN,DR4,MCDR0,SI1154.WRD,TRAIN/DR4/MCDR0/SI1154.WRD,TRAIN\\DR4\\MCDR0\\SI1154.WRD,False,False,True,False,False
138.0,TRAIN,DR4,MCDR0,SA2.WRD,TRAIN/DR4/MCDR0/SA2.WRD,TRAIN\\DR4\\MCDR0\\SA2.WRD,False,False,True,False,False
139.0,TRAIN,DR4,MCDR0,SI1784.PHN,TRAIN/DR4/MCDR0/SI1784.PHN,TRAIN\\DR4\\MCDR0\\SI1784.PHN,False,False,False,True,False
140.0,TRAIN,DR4,MCDR0,SX74.WRD,TRAIN/DR4/MCDR0/SX74.WRD,TRAIN\\DR4\\MCDR0\\SX74.WRD,False,False,True,False,False
141.0,TRAIN,DR4,MCDR0,SA1.WAV.wav,TRAIN/DR4/MCDR0/SA1.WAV.wav,TRAIN\\DR4\\MCDR0\\SA1.WAV.wav,True,True,False,False,False
142.0,TRAIN,DR4,MCDR0,SA1.PHN,TRAIN/DR4/MCDR0/SA1.PHN,TRAIN\\DR4\\MCDR0\\SA1.PHN,False,False,False,True,False
143.0,TRAIN,DR4,MCDR0,SA1.WRD,TRAIN/DR4/MCDR0/SA1.WRD,TRAIN\\DR4\\MCDR0\\SA1.WRD,False,False,True,False,False
144.0,TRAIN,DR4,MCDR0,SX74.PHN,TRAIN/DR4/MCDR0/SX74.PHN,TRAIN\\DR4\\MCDR0\\SX74.PHN,False,False,False,True,False
145.0,TRAIN,DR4,MCDR0,SI524.WRD,TRAIN/DR4/MCDR0/SI524.WRD,TRAIN\\DR4\\MCDR0\\SI524.WRD,False,False,True,False,False
146.0,TRAIN,DR4,MCDR0,SI1784.WAV.wav,TRAIN/DR4/MCDR0/SI1784.WAV.wav,TRAIN\\DR4\\MCDR0\\SI1784.WAV.wav,True,True,False,False,False
147.0,TRAIN,DR4,MCDR0,SI524.PHN,TRAIN/DR4/MCDR0/SI524.PHN,TRAIN\\DR4\\MCDR0\\SI524.PHN,False,False,False,True,False
148.0,TRAIN,DR4,MCDR0,SA2.WAV.wav,TRAIN/DR4/MCDR0/SA2.WAV.wav,TRAIN\\DR4\\MCDR0\\SA2.WAV.wav,True,True,False,False,False
149.0,TRAIN,DR4,MCDR0,SX254.WAV,TRAIN/DR4/MCDR0/SX254.WAV,TRAIN\\DR4\\MCDR0\\SX254.WAV,False,True,False,False,False
150.0,TRAIN,DR4,MCDR0,SX254.TXT,TRAIN/DR4/MCDR0/SX254.TXT,TRAIN\\DR4\\MCDR0\\SX254.TXT,False,False,False,False,True
151.0,TRAIN,DR4,MLEL0,SI1246.WAV,TRAIN/DR4/MLEL0/SI1246.WAV,TRAIN\\DR4\\MLEL0\\SI1246.WAV,False,True,False,False,False
